D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_100_cropped_LM_14.jpg,"[38.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_0.jpg,"[19.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_1.jpg,"[23.0, 18.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_2.jpg,"[18.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_3.jpg,"[19.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_4.jpg,"[19.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_5.jpg,"[16.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_6.jpg,"[29.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_7.jpg,"[27.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_8.jpg,"[22.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_9.jpg,"[17.0, 25.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_10.jpg,"[23.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_11.jpg,"[17.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_12.jpg,"[20.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_13.jpg,"[24.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_14.jpg,"[23.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_0.jpg,"[19.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_1.jpg,"[23.0, 18.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_2.jpg,"[18.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_3.jpg,"[19.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_4.jpg,"[19.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_5.jpg,"[16.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_6.jpg,"[29.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_7.jpg,"[27.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_8.jpg,"[22.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_9.jpg,"[17.0, 25.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_10.jpg,"[23.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_11.jpg,"[17.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_12.jpg,"[20.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_13.jpg,"[24.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_101_cropped_LM_14.jpg,"[23.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_0.jpg,"[18.0, 13.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_1.jpg,"[23.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_2.jpg,"[24.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_3.jpg,"[25.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_4.jpg,"[21.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_5.jpg,"[22.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_6.jpg,"[16.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_7.jpg,"[13.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_8.jpg,"[18.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_9.jpg,"[23.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_10.jpg,"[20.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_11.jpg,"[14.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_12.jpg,"[27.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_13.jpg,"[25.0, 13.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_14.jpg,"[22.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_0.jpg,"[18.0, 13.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_1.jpg,"[23.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_2.jpg,"[24.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_3.jpg,"[25.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_4.jpg,"[21.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_5.jpg,"[22.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_6.jpg,"[16.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_7.jpg,"[13.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_8.jpg,"[18.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_9.jpg,"[23.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_10.jpg,"[20.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_11.jpg,"[14.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_12.jpg,"[27.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_13.jpg,"[25.0, 13.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_102_cropped_LM_14.jpg,"[22.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_0.jpg,"[24.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_1.jpg,"[26.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_2.jpg,"[20.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_3.jpg,"[23.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_4.jpg,"[21.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_5.jpg,"[24.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_6.jpg,"[21.0, 34.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_7.jpg,"[19.0, 32.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_8.jpg,"[24.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_9.jpg,"[22.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_10.jpg,"[29.0, 27.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_11.jpg,"[16.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_12.jpg,"[26.0, 18.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_13.jpg,"[20.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_14.jpg,"[22.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_0.jpg,"[24.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_1.jpg,"[26.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_2.jpg,"[20.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_3.jpg,"[23.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_4.jpg,"[21.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_5.jpg,"[24.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_6.jpg,"[21.0, 34.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_7.jpg,"[19.0, 32.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_8.jpg,"[24.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_9.jpg,"[22.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_10.jpg,"[29.0, 27.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_11.jpg,"[16.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_12.jpg,"[26.0, 18.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_13.jpg,"[20.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_103_cropped_LM_14.jpg,"[22.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_0.jpg,"[20.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_1.jpg,"[23.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_2.jpg,"[21.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_3.jpg,"[22.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_4.jpg,"[23.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_5.jpg,"[21.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_6.jpg,"[22.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_7.jpg,"[19.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_8.jpg,"[21.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_9.jpg,"[25.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_10.jpg,"[25.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_11.jpg,"[9.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_12.jpg,"[25.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_13.jpg,"[25.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_14.jpg,"[17.0, 18.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_0.jpg,"[20.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_1.jpg,"[23.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_2.jpg,"[21.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_3.jpg,"[22.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_4.jpg,"[23.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_5.jpg,"[21.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_6.jpg,"[22.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_7.jpg,"[19.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_8.jpg,"[21.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_9.jpg,"[25.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_10.jpg,"[25.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_11.jpg,"[9.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_12.jpg,"[25.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_13.jpg,"[25.0, 19.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_104_cropped_LM_14.jpg,"[17.0, 18.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_0.jpg,"[30.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_1.jpg,"[34.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_2.jpg,"[34.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_3.jpg,"[36.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_4.jpg,"[28.0, 12.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_5.jpg,"[31.0, 11.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_6.jpg,"[35.0, 0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_7.jpg,"[30.0, 0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_8.jpg,"[30.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_9.jpg,"[28.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_10.jpg,"[0, 37.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_11.jpg,"[24.0, 28.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_12.jpg,"[38.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_13.jpg,"[35.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_14.jpg,"[27.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_0.jpg,"[30.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_1.jpg,"[34.0, 17.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_2.jpg,"[34.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_3.jpg,"[36.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_4.jpg,"[28.0, 12.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_5.jpg,"[31.0, 11.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_6.jpg,"[35.0, 0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_7.jpg,"[30.0, 0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_8.jpg,"[30.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_9.jpg,"[28.0, 15.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_10.jpg,"[0, 37.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_11.jpg,"[24.0, 28.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_12.jpg,"[38.0, 14.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_13.jpg,"[35.0, 16.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_105_cropped_LM_14.jpg,"[27.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_0.jpg,"[20.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_1.jpg,"[20.0, 18.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_2.jpg,"[17.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_3.jpg,"[23.0, 26.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_4.jpg,"[20.0, 23.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_5.jpg,"[16.0, 24.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_6.jpg,"[22.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_7.jpg,"[22.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_8.jpg,"[23.0, 21.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_9.jpg,"[20.0, 22.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_10.jpg,"[23.0, 20.0]"
D:/USTH_Master/Insect-wing/cropped\egfr_F_R_oly_2X_106_cropped_LM_11.jpg,"[26.0, 25.0]"
