filename,width,height,class,xmin,ymin,xmax,ymax
egfr_F_R_oly_2X_101.jpg,1024,1360,7,927,589,957,619
egfr_F_R_oly_2X_101.jpg,1024,1360,8,634,474,664,504
egfr_F_R_oly_2X_101.jpg,1024,1360,9,423,387,453,417
egfr_F_R_oly_2X_101.jpg,1024,1360,10,885,404,915,434
egfr_F_R_oly_2X_101.jpg,1024,1360,11,654,619,684,649
egfr_F_R_oly_2X_101.jpg,1024,1360,12,418,293,448,323
egfr_F_R_oly_2X_101.jpg,1024,1360,13,537,410,567,440
egfr_F_R_oly_2X_101.jpg,1024,1360,14,600,515,630,545
egfr_F_R_oly_2X_103.jpg,1024,1360,0,513,320,543,350
egfr_F_R_oly_2X_103.jpg,1024,1360,1,546,398,576,428
egfr_F_R_oly_2X_103.jpg,1024,1360,2,463,356,493,386
egfr_F_R_oly_2X_103.jpg,1024,1360,3,414,332,444,362
egfr_F_R_oly_2X_103.jpg,1024,1360,4,403,406,433,436
egfr_F_R_oly_2X_103.jpg,1024,1360,5,382,345,412,375
egfr_F_R_oly_2X_103.jpg,1024,1360,6,965,570,995,600
egfr_F_R_oly_2X_103.jpg,1024,1360,7,925,622,955,652
egfr_F_R_oly_2X_103.jpg,1024,1360,8,634,489,664,519
egfr_F_R_oly_2X_103.jpg,1024,1360,9,423,394,453,424
egfr_F_R_oly_2X_103.jpg,1024,1360,10,894,431,924,461
egfr_F_R_oly_2X_103.jpg,1024,1360,11,650,638,680,668
egfr_F_R_oly_2X_103.jpg,1024,1360,12,419,294,449,324
egfr_F_R_oly_2X_103.jpg,1024,1360,13,532,418,562,448
egfr_F_R_oly_2X_103.jpg,1024,1360,14,597,531,627,561
egfr_F_R_oly_2X_104.jpg,1024,1360,0,541,326,571,356
egfr_F_R_oly_2X_104.jpg,1024,1360,1,570,400,600,430
egfr_F_R_oly_2X_104.jpg,1024,1360,2,494,356,524,386
egfr_F_R_oly_2X_104.jpg,1024,1360,3,449,332,479,362
egfr_F_R_oly_2X_104.jpg,1024,1360,4,439,403,469,433
egfr_F_R_oly_2X_104.jpg,1024,1360,5,419,349,449,379
egfr_F_R_oly_2X_104.jpg,1024,1360,6,961,546,991,576
egfr_F_R_oly_2X_104.jpg,1024,1360,7,919,595,949,625
egfr_F_R_oly_2X_104.jpg,1024,1360,8,646,475,676,505
egfr_F_R_oly_2X_104.jpg,1024,1360,9,461,392,491,422
egfr_F_R_oly_2X_104.jpg,1024,1360,10,895,415,925,445
egfr_F_R_oly_2X_104.jpg,1024,1360,11,652,613,682,643
egfr_F_R_oly_2X_104.jpg,1024,1360,12,454,301,484,331
egfr_F_R_oly_2X_104.jpg,1024,1360,13,561,415,591,445
egfr_F_R_oly_2X_104.jpg,1024,1360,14,610,513,640,543
egfr_F_R_oly_2X_107.jpg,1024,1360,0,500,344,530,374
egfr_F_R_oly_2X_107.jpg,1024,1360,1,539,420,569,450
egfr_F_R_oly_2X_107.jpg,1024,1360,2,455,389,485,419
egfr_F_R_oly_2X_107.jpg,1024,1360,3,397,364,427,394
egfr_F_R_oly_2X_107.jpg,1024,1360,4,399,442,429,472
egfr_F_R_oly_2X_107.jpg,1024,1360,5,370,389,400,419
egfr_F_R_oly_2X_107.jpg,1024,1360,6,981,529,1011,559
egfr_F_R_oly_2X_107.jpg,1024,1360,7,949,581,979,611
egfr_F_R_oly_2X_107.jpg,1024,1360,8,639,498,669,528
egfr_F_R_oly_2X_107.jpg,1024,1360,9,418,427,448,457
egfr_F_R_oly_2X_107.jpg,1024,1360,10,898,402,928,432
egfr_F_R_oly_2X_107.jpg,1024,1360,11,677,642,707,672
egfr_F_R_oly_2X_107.jpg,1024,1360,12,405,331,435,361
egfr_F_R_oly_2X_107.jpg,1024,1360,13,531,438,561,468
egfr_F_R_oly_2X_107.jpg,1024,1360,14,608,542,638,572
egfr_F_R_oly_2X_108.jpg,1024,1360,0,518,361,548,391
egfr_F_R_oly_2X_108.jpg,1024,1360,1,562,419,592,449
egfr_F_R_oly_2X_108.jpg,1024,1360,2,482,407,512,437
egfr_F_R_oly_2X_108.jpg,1024,1360,3,439,395,469,425
egfr_F_R_oly_2X_108.jpg,1024,1360,4,447,462,477,492
egfr_F_R_oly_2X_108.jpg,1024,1360,5,412,421,442,451
egfr_F_R_oly_2X_108.jpg,1024,1360,6,973,428,1003,458
egfr_F_R_oly_2X_108.jpg,1024,1360,7,954,488,984,518
egfr_F_R_oly_2X_108.jpg,1024,1360,8,661,464,691,494
egfr_F_R_oly_2X_108.jpg,1024,1360,9,462,445,492,475
egfr_F_R_oly_2X_108.jpg,1024,1360,10,868,332,898,362
egfr_F_R_oly_2X_108.jpg,1024,1360,11,728,587,758,617
egfr_F_R_oly_2X_108.jpg,1024,1360,12,428,364,458,394
egfr_F_R_oly_2X_108.jpg,1024,1360,13,563,436,593,466
egfr_F_R_oly_2X_108.jpg,1024,1360,14,646,509,676,539
egfr_F_R_oly_2X_109.jpg,1024,1360,0,526,346,556,376
egfr_F_R_oly_2X_109.jpg,1024,1360,1,565,420,595,450
egfr_F_R_oly_2X_109.jpg,1024,1360,2,472,394,502,424
egfr_F_R_oly_2X_109.jpg,1024,1360,3,424,379,454,409
egfr_F_R_oly_2X_109.jpg,1024,1360,4,423,454,453,484
egfr_F_R_oly_2X_109.jpg,1024,1360,5,388,404,418,434
egfr_F_R_oly_2X_109.jpg,1024,1360,6,999,559,1023,589
egfr_F_R_oly_2X_109.jpg,1024,1360,7,676,488,706,518
egfr_F_R_oly_2X_109.jpg,1024,1360,8,442,437,472,467
egfr_F_R_oly_2X_109.jpg,1024,1360,9,924,375,954,405
egfr_F_R_oly_2X_109.jpg,1024,1360,10,728,632,758,662
egfr_F_R_oly_2X_109.jpg,1024,1360,11,418,341,448,371
egfr_F_R_oly_2X_109.jpg,1024,1360,12,563,438,593,468
egfr_F_R_oly_2X_109.jpg,1024,1360,13,653,542,683,572
egfr_F_R_oly_2X_11.jpg,1024,1360,0,582,331,612,361
egfr_F_R_oly_2X_11.jpg,1024,1360,1,621,396,651,426
egfr_F_R_oly_2X_11.jpg,1024,1360,2,541,373,571,403
egfr_F_R_oly_2X_11.jpg,1024,1360,3,490,359,520,389
egfr_F_R_oly_2X_11.jpg,1024,1360,4,499,428,529,458
egfr_F_R_oly_2X_11.jpg,1024,1360,5,468,379,498,409
egfr_F_R_oly_2X_11.jpg,1024,1360,6,719,455,749,485
egfr_F_R_oly_2X_11.jpg,1024,1360,7,513,414,543,444
egfr_F_R_oly_2X_11.jpg,1024,1360,8,941,350,971,380
egfr_F_R_oly_2X_11.jpg,1024,1360,9,767,586,797,616
egfr_F_R_oly_2X_11.jpg,1024,1360,10,486,326,516,356
egfr_F_R_oly_2X_11.jpg,1024,1360,11,616,414,646,444
egfr_F_R_oly_2X_11.jpg,1024,1360,12,695,498,725,528
egfr_F_R_oly_2X_110.jpg,1024,1360,0,544,358,574,388
egfr_F_R_oly_2X_110.jpg,1024,1360,1,577,421,607,451
egfr_F_R_oly_2X_110.jpg,1024,1360,2,495,398,525,428
egfr_F_R_oly_2X_110.jpg,1024,1360,3,455,385,485,415
egfr_F_R_oly_2X_110.jpg,1024,1360,4,457,448,487,478
egfr_F_R_oly_2X_110.jpg,1024,1360,5,431,399,461,429
egfr_F_R_oly_2X_110.jpg,1024,1360,6,968,495,998,525
egfr_F_R_oly_2X_110.jpg,1024,1360,7,935,548,965,578
egfr_F_R_oly_2X_110.jpg,1024,1360,8,662,482,692,512
egfr_F_R_oly_2X_110.jpg,1024,1360,9,475,432,505,462
egfr_F_R_oly_2X_110.jpg,1024,1360,10,875,385,905,415
egfr_F_R_oly_2X_110.jpg,1024,1360,11,706,606,736,636
egfr_F_R_oly_2X_110.jpg,1024,1360,12,449,352,479,382
egfr_F_R_oly_2X_110.jpg,1024,1360,13,574,439,604,469
egfr_F_R_oly_2X_110.jpg,1024,1360,14,641,522,671,552
egfr_F_R_oly_2X_111.jpg,1024,1360,0,530,351,560,381
egfr_F_R_oly_2X_111.jpg,1024,1360,1,554,432,584,462
egfr_F_R_oly_2X_111.jpg,1024,1360,2,475,385,505,415
egfr_F_R_oly_2X_111.jpg,1024,1360,3,427,353,457,383
egfr_F_R_oly_2X_111.jpg,1024,1360,4,412,426,442,456
egfr_F_R_oly_2X_111.jpg,1024,1360,5,396,363,426,393
egfr_F_R_oly_2X_111.jpg,1024,1360,6,936,620,966,650
egfr_F_R_oly_2X_111.jpg,1024,1360,7,894,667,924,697
egfr_F_R_oly_2X_111.jpg,1024,1360,8,624,524,654,554
egfr_F_R_oly_2X_111.jpg,1024,1360,9,435,415,465,445
egfr_F_R_oly_2X_111.jpg,1024,1360,10,876,484,906,514
egfr_F_R_oly_2X_111.jpg,1024,1360,11,626,665,656,695
egfr_F_R_oly_2X_111.jpg,1024,1360,12,426,315,456,345
egfr_F_R_oly_2X_111.jpg,1024,1360,13,539,450,569,480
egfr_F_R_oly_2X_111.jpg,1024,1360,14,589,563,619,593
egfr_F_R_oly_2X_112.jpg,1024,1360,0,518,347,548,377
egfr_F_R_oly_2X_112.jpg,1024,1360,1,556,424,586,454
egfr_F_R_oly_2X_112.jpg,1024,1360,2,476,391,506,421
egfr_F_R_oly_2X_112.jpg,1024,1360,3,420,369,450,399
egfr_F_R_oly_2X_112.jpg,1024,1360,4,420,439,450,469
egfr_F_R_oly_2X_112.jpg,1024,1360,5,389,385,419,415
egfr_F_R_oly_2X_112.jpg,1024,1360,6,963,545,993,575
egfr_F_R_oly_2X_112.jpg,1024,1360,7,930,599,960,629
egfr_F_R_oly_2X_112.jpg,1024,1360,8,641,497,671,527
egfr_F_R_oly_2X_112.jpg,1024,1360,9,436,426,466,456
egfr_F_R_oly_2X_112.jpg,1024,1360,10,886,421,916,451
egfr_F_R_oly_2X_112.jpg,1024,1360,11,670,639,700,669
egfr_F_R_oly_2X_112.jpg,1024,1360,12,417,333,447,363
egfr_F_R_oly_2X_112.jpg,1024,1360,13,544,440,574,470
egfr_F_R_oly_2X_112.jpg,1024,1360,14,613,541,643,571
egfr_F_R_oly_2X_113.jpg,1024,1360,0,531,348,561,378
egfr_F_R_oly_2X_113.jpg,1024,1360,1,562,425,592,455
egfr_F_R_oly_2X_113.jpg,1024,1360,2,478,394,508,424
egfr_F_R_oly_2X_113.jpg,1024,1360,3,425,373,455,403
egfr_F_R_oly_2X_113.jpg,1024,1360,4,426,444,456,474
egfr_F_R_oly_2X_113.jpg,1024,1360,5,403,392,433,422
egfr_F_R_oly_2X_113.jpg,1024,1360,6,971,526,1001,556
egfr_F_R_oly_2X_113.jpg,1024,1360,7,937,579,967,609
egfr_F_R_oly_2X_113.jpg,1024,1360,8,639,490,669,520
egfr_F_R_oly_2X_113.jpg,1024,1360,9,443,426,473,456
egfr_F_R_oly_2X_113.jpg,1024,1360,10,883,403,913,433
egfr_F_R_oly_2X_113.jpg,1024,1360,11,678,630,708,660
egfr_F_R_oly_2X_113.jpg,1024,1360,12,425,340,455,370
egfr_F_R_oly_2X_113.jpg,1024,1360,13,552,444,582,474
egfr_F_R_oly_2X_113.jpg,1024,1360,14,613,531,643,561
egfr_F_R_oly_2X_114.jpg,1024,1360,0,544,340,574,370
egfr_F_R_oly_2X_114.jpg,1024,1360,1,573,413,603,443
egfr_F_R_oly_2X_114.jpg,1024,1360,2,509,380,539,410
egfr_F_R_oly_2X_114.jpg,1024,1360,3,453,354,483,384
egfr_F_R_oly_2X_114.jpg,1024,1360,4,446,422,476,452
egfr_F_R_oly_2X_114.jpg,1024,1360,5,421,369,451,399
egfr_F_R_oly_2X_114.jpg,1024,1360,6,955,559,985,589
egfr_F_R_oly_2X_114.jpg,1024,1360,7,914,606,944,636
egfr_F_R_oly_2X_114.jpg,1024,1360,8,649,488,679,518
egfr_F_R_oly_2X_114.jpg,1024,1360,9,463,407,493,437
egfr_F_R_oly_2X_114.jpg,1024,1360,10,885,428,915,458
egfr_F_R_oly_2X_114.jpg,1024,1360,11,668,621,698,651
egfr_F_R_oly_2X_114.jpg,1024,1360,12,449,317,479,347
egfr_F_R_oly_2X_114.jpg,1024,1360,13,562,429,592,459
egfr_F_R_oly_2X_114.jpg,1024,1360,14,620,527,650,557
egfr_F_R_oly_2X_115.jpg,1024,1360,0,551,307,581,337
egfr_F_R_oly_2X_115.jpg,1024,1360,1,572,391,602,421
egfr_F_R_oly_2X_115.jpg,1024,1360,2,496,344,526,374
egfr_F_R_oly_2X_115.jpg,1024,1360,3,440,312,470,342
egfr_F_R_oly_2X_115.jpg,1024,1360,4,430,391,460,421
egfr_F_R_oly_2X_115.jpg,1024,1360,5,407,328,437,358
egfr_F_R_oly_2X_115.jpg,1024,1360,6,979,564,1009,594
egfr_F_R_oly_2X_115.jpg,1024,1360,7,935,617,965,647
egfr_F_R_oly_2X_115.jpg,1024,1360,8,654,482,684,512
egfr_F_R_oly_2X_115.jpg,1024,1360,9,451,377,481,407
egfr_F_R_oly_2X_115.jpg,1024,1360,10,913,426,943,456
egfr_F_R_oly_2X_115.jpg,1024,1360,11,660,630,690,660
egfr_F_R_oly_2X_115.jpg,1024,1360,12,439,276,469,306
egfr_F_R_oly_2X_115.jpg,1024,1360,13,559,406,589,436
egfr_F_R_oly_2X_115.jpg,1024,1360,14,612,519,642,549
egfr_F_R_oly_2X_117.jpg,1024,1360,0,505,349,535,379
egfr_F_R_oly_2X_117.jpg,1024,1360,1,542,424,572,454
egfr_F_R_oly_2X_117.jpg,1024,1360,2,464,395,494,425
egfr_F_R_oly_2X_117.jpg,1024,1360,3,406,372,436,402
egfr_F_R_oly_2X_117.jpg,1024,1360,4,405,445,435,475
egfr_F_R_oly_2X_117.jpg,1024,1360,5,377,389,407,419
egfr_F_R_oly_2X_117.jpg,1024,1360,6,969,523,999,553
egfr_F_R_oly_2X_117.jpg,1024,1360,7,930,579,960,609
egfr_F_R_oly_2X_117.jpg,1024,1360,8,635,494,665,524
egfr_F_R_oly_2X_117.jpg,1024,1360,9,424,431,454,461
egfr_F_R_oly_2X_117.jpg,1024,1360,10,875,400,905,430
egfr_F_R_oly_2X_117.jpg,1024,1360,11,671,630,701,660
egfr_F_R_oly_2X_117.jpg,1024,1360,12,397,338,427,368
egfr_F_R_oly_2X_117.jpg,1024,1360,13,536,441,566,471
egfr_F_R_oly_2X_117.jpg,1024,1360,14,608,534,638,564
egfr_F_R_oly_2X_118.jpg,1024,1360,0,546,348,576,378
egfr_F_R_oly_2X_118.jpg,1024,1360,1,579,415,609,445
egfr_F_R_oly_2X_118.jpg,1024,1360,2,500,394,530,424
egfr_F_R_oly_2X_118.jpg,1024,1360,3,452,379,482,409
egfr_F_R_oly_2X_118.jpg,1024,1360,4,459,446,489,476
egfr_F_R_oly_2X_118.jpg,1024,1360,5,424,400,454,430
egfr_F_R_oly_2X_118.jpg,1024,1360,6,982,488,1012,518
egfr_F_R_oly_2X_118.jpg,1024,1360,7,946,549,976,579
egfr_F_R_oly_2X_118.jpg,1024,1360,8,671,477,701,507
egfr_F_R_oly_2X_118.jpg,1024,1360,9,472,431,502,461
egfr_F_R_oly_2X_118.jpg,1024,1360,10,889,379,919,409
egfr_F_R_oly_2X_118.jpg,1024,1360,11,712,605,742,635
egfr_F_R_oly_2X_118.jpg,1024,1360,12,448,344,478,374
egfr_F_R_oly_2X_118.jpg,1024,1360,13,574,435,604,465
egfr_F_R_oly_2X_118.jpg,1024,1360,14,646,518,676,548
egfr_F_R_oly_2X_119.jpg,1024,1360,0,549,331,579,361
egfr_F_R_oly_2X_119.jpg,1024,1360,1,575,417,605,447
egfr_F_R_oly_2X_119.jpg,1024,1360,2,495,383,525,413
egfr_F_R_oly_2X_119.jpg,1024,1360,3,436,357,466,387
egfr_F_R_oly_2X_119.jpg,1024,1360,4,434,432,464,462
egfr_F_R_oly_2X_119.jpg,1024,1360,5,404,374,434,404
egfr_F_R_oly_2X_119.jpg,1024,1360,6,989,596,1019,626
egfr_F_R_oly_2X_119.jpg,1024,1360,7,669,494,699,524
egfr_F_R_oly_2X_119.jpg,1024,1360,8,453,418,483,448
egfr_F_R_oly_2X_119.jpg,1024,1360,9,933,407,963,437
egfr_F_R_oly_2X_119.jpg,1024,1360,10,696,644,726,674
egfr_F_R_oly_2X_119.jpg,1024,1360,11,427,318,457,348
egfr_F_R_oly_2X_119.jpg,1024,1360,12,563,435,593,465
egfr_F_R_oly_2X_119.jpg,1024,1360,13,639,540,669,570
egfr_F_R_oly_2X_12.jpg,1024,1360,0,569,338,599,368
egfr_F_R_oly_2X_12.jpg,1024,1360,1,608,411,638,441
egfr_F_R_oly_2X_12.jpg,1024,1360,2,527,380,557,410
egfr_F_R_oly_2X_12.jpg,1024,1360,3,475,364,505,394
egfr_F_R_oly_2X_12.jpg,1024,1360,4,479,433,509,463
egfr_F_R_oly_2X_12.jpg,1024,1360,5,446,382,476,412
egfr_F_R_oly_2X_12.jpg,1024,1360,6,992,548,1022,578
egfr_F_R_oly_2X_12.jpg,1024,1360,7,700,475,730,505
egfr_F_R_oly_2X_12.jpg,1024,1360,8,495,419,525,449
egfr_F_R_oly_2X_12.jpg,1024,1360,9,936,375,966,405
egfr_F_R_oly_2X_12.jpg,1024,1360,10,744,609,774,639
egfr_F_R_oly_2X_12.jpg,1024,1360,11,472,331,502,361
egfr_F_R_oly_2X_12.jpg,1024,1360,12,602,427,632,457
egfr_F_R_oly_2X_12.jpg,1024,1360,13,675,515,705,545
egfr_F_R_oly_2X_121.jpg,1024,1360,0,532,330,562,360
egfr_F_R_oly_2X_121.jpg,1024,1360,1,565,408,595,438
egfr_F_R_oly_2X_121.jpg,1024,1360,2,485,377,515,407
egfr_F_R_oly_2X_121.jpg,1024,1360,3,428,350,458,380
egfr_F_R_oly_2X_121.jpg,1024,1360,4,425,429,455,459
egfr_F_R_oly_2X_121.jpg,1024,1360,5,401,373,431,403
egfr_F_R_oly_2X_121.jpg,1024,1360,6,991,543,1021,573
egfr_F_R_oly_2X_121.jpg,1024,1360,7,951,599,981,629
egfr_F_R_oly_2X_121.jpg,1024,1360,8,655,490,685,520
egfr_F_R_oly_2X_121.jpg,1024,1360,9,445,412,475,442
egfr_F_R_oly_2X_121.jpg,1024,1360,10,906,409,936,439
egfr_F_R_oly_2X_121.jpg,1024,1360,11,688,637,718,667
egfr_F_R_oly_2X_121.jpg,1024,1360,12,414,312,444,342
egfr_F_R_oly_2X_121.jpg,1024,1360,13,549,429,579,459
egfr_F_R_oly_2X_121.jpg,1024,1360,14,624,534,654,564
egfr_F_R_oly_2X_122.jpg,1024,1360,0,572,322,602,352
egfr_F_R_oly_2X_122.jpg,1024,1360,1,594,397,624,427
egfr_F_R_oly_2X_122.jpg,1024,1360,2,526,368,556,398
egfr_F_R_oly_2X_122.jpg,1024,1360,3,472,344,502,374
egfr_F_R_oly_2X_122.jpg,1024,1360,4,469,414,499,444
egfr_F_R_oly_2X_122.jpg,1024,1360,5,445,365,475,395
egfr_F_R_oly_2X_122.jpg,1024,1360,6,996,510,1023,540
egfr_F_R_oly_2X_122.jpg,1024,1360,7,963,564,993,594
egfr_F_R_oly_2X_122.jpg,1024,1360,8,682,469,712,499
egfr_F_R_oly_2X_122.jpg,1024,1360,9,491,402,521,432
egfr_F_R_oly_2X_122.jpg,1024,1360,10,913,392,943,422
egfr_F_R_oly_2X_122.jpg,1024,1360,11,713,603,743,633
egfr_F_R_oly_2X_122.jpg,1024,1360,12,464,309,494,339
egfr_F_R_oly_2X_122.jpg,1024,1360,13,587,414,617,444
egfr_F_R_oly_2X_122.jpg,1024,1360,14,655,507,685,537
egfr_F_R_oly_2X_123.jpg,1024,1360,0,535,306,565,336
egfr_F_R_oly_2X_123.jpg,1024,1360,1,570,382,600,412
egfr_F_R_oly_2X_123.jpg,1024,1360,2,490,354,520,384
egfr_F_R_oly_2X_123.jpg,1024,1360,3,431,331,461,361
egfr_F_R_oly_2X_123.jpg,1024,1360,4,431,405,461,435
egfr_F_R_oly_2X_123.jpg,1024,1360,5,402,351,432,381
egfr_F_R_oly_2X_123.jpg,1024,1360,6,1003,490,1023,520
egfr_F_R_oly_2X_123.jpg,1024,1360,7,967,547,997,577
egfr_F_R_oly_2X_123.jpg,1024,1360,8,664,458,694,488
egfr_F_R_oly_2X_123.jpg,1024,1360,9,452,388,482,418
egfr_F_R_oly_2X_123.jpg,1024,1360,10,916,363,946,393
egfr_F_R_oly_2X_123.jpg,1024,1360,11,696,604,726,634
egfr_F_R_oly_2X_123.jpg,1024,1360,12,415,293,445,323
egfr_F_R_oly_2X_123.jpg,1024,1360,13,560,402,590,432
egfr_F_R_oly_2X_123.jpg,1024,1360,14,632,501,662,531
egfr_F_R_oly_2X_124.jpg,1024,1360,0,528,345,558,375
egfr_F_R_oly_2X_124.jpg,1024,1360,1,561,427,591,457
egfr_F_R_oly_2X_124.jpg,1024,1360,2,483,390,513,420
egfr_F_R_oly_2X_124.jpg,1024,1360,3,423,364,453,394
egfr_F_R_oly_2X_124.jpg,1024,1360,4,421,443,451,473
egfr_F_R_oly_2X_124.jpg,1024,1360,5,395,386,425,416
egfr_F_R_oly_2X_124.jpg,1024,1360,6,978,545,1008,575
egfr_F_R_oly_2X_124.jpg,1024,1360,7,942,600,972,630
egfr_F_R_oly_2X_124.jpg,1024,1360,8,654,504,684,534
egfr_F_R_oly_2X_124.jpg,1024,1360,9,441,425,471,455
egfr_F_R_oly_2X_124.jpg,1024,1360,10,892,419,922,449
egfr_F_R_oly_2X_124.jpg,1024,1360,11,682,643,712,673
egfr_F_R_oly_2X_124.jpg,1024,1360,12,422,329,452,359
egfr_F_R_oly_2X_124.jpg,1024,1360,13,550,445,580,475
egfr_F_R_oly_2X_124.jpg,1024,1360,14,626,548,656,578
egfr_F_R_oly_2X_125.jpg,1024,1360,0,537,325,567,355
egfr_F_R_oly_2X_125.jpg,1024,1360,1,560,404,590,434
egfr_F_R_oly_2X_125.jpg,1024,1360,2,483,372,513,402
egfr_F_R_oly_2X_125.jpg,1024,1360,3,426,342,456,372
egfr_F_R_oly_2X_125.jpg,1024,1360,4,424,418,454,448
egfr_F_R_oly_2X_125.jpg,1024,1360,5,398,366,428,396
egfr_F_R_oly_2X_125.jpg,1024,1360,6,972,541,1002,571
egfr_F_R_oly_2X_125.jpg,1024,1360,7,936,596,966,626
egfr_F_R_oly_2X_125.jpg,1024,1360,8,641,484,671,514
egfr_F_R_oly_2X_125.jpg,1024,1360,9,444,404,474,434
egfr_F_R_oly_2X_125.jpg,1024,1360,10,890,413,920,443
egfr_F_R_oly_2X_125.jpg,1024,1360,11,673,630,703,660
egfr_F_R_oly_2X_125.jpg,1024,1360,12,419,309,449,339
egfr_F_R_oly_2X_125.jpg,1024,1360,13,553,426,583,456
egfr_F_R_oly_2X_125.jpg,1024,1360,14,612,526,642,556
egfr_F_R_oly_2X_13.jpg,1024,1360,0,564,329,594,359
egfr_F_R_oly_2X_13.jpg,1024,1360,1,606,404,636,434
egfr_F_R_oly_2X_13.jpg,1024,1360,2,514,372,544,402
egfr_F_R_oly_2X_13.jpg,1024,1360,3,463,353,493,383
egfr_F_R_oly_2X_13.jpg,1024,1360,4,466,428,496,458
egfr_F_R_oly_2X_13.jpg,1024,1360,5,432,376,462,406
egfr_F_R_oly_2X_13.jpg,1024,1360,6,1000,563,1023,593
egfr_F_R_oly_2X_13.jpg,1024,1360,7,697,475,727,505
egfr_F_R_oly_2X_13.jpg,1024,1360,8,483,415,513,445
egfr_F_R_oly_2X_13.jpg,1024,1360,9,944,381,974,411
egfr_F_R_oly_2X_13.jpg,1024,1360,10,735,621,765,651
egfr_F_R_oly_2X_13.jpg,1024,1360,11,468,319,498,349
egfr_F_R_oly_2X_13.jpg,1024,1360,12,596,423,626,453
egfr_F_R_oly_2X_13.jpg,1024,1360,13,671,518,701,548
egfr_F_R_oly_2X_14.jpg,1024,1360,0,552,315,582,345
egfr_F_R_oly_2X_14.jpg,1024,1360,1,592,392,622,422
egfr_F_R_oly_2X_14.jpg,1024,1360,2,503,361,533,391
egfr_F_R_oly_2X_14.jpg,1024,1360,3,443,343,473,373
egfr_F_R_oly_2X_14.jpg,1024,1360,4,452,420,482,450
egfr_F_R_oly_2X_14.jpg,1024,1360,5,414,366,444,396
egfr_F_R_oly_2X_14.jpg,1024,1360,6,693,463,723,493
egfr_F_R_oly_2X_14.jpg,1024,1360,7,467,407,497,437
egfr_F_R_oly_2X_14.jpg,1024,1360,8,946,360,976,390
egfr_F_R_oly_2X_14.jpg,1024,1360,9,738,608,768,638
egfr_F_R_oly_2X_14.jpg,1024,1360,10,448,308,478,338
egfr_F_R_oly_2X_14.jpg,1024,1360,11,586,411,616,441
egfr_F_R_oly_2X_14.jpg,1024,1360,12,665,508,695,538
egfr_F_R_oly_2X_15.jpg,1024,1360,0,557,316,587,346
egfr_F_R_oly_2X_15.jpg,1024,1360,1,598,383,628,413
egfr_F_R_oly_2X_15.jpg,1024,1360,2,516,358,546,388
egfr_F_R_oly_2X_15.jpg,1024,1360,3,467,340,497,370
egfr_F_R_oly_2X_15.jpg,1024,1360,4,477,415,507,445
egfr_F_R_oly_2X_15.jpg,1024,1360,5,444,367,474,397
egfr_F_R_oly_2X_15.jpg,1024,1360,6,984,507,1014,537
